Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
18033;Belliard - Damrémont;OUI;34;20;14;14;0;OUI;OUI;2020-12-07T13:24:23+01:00;48.8966923878,2.33802345039;Paris;
18049;Porte d'Aubervilliers;OUI;55;26;27;21;6;OUI;OUI;2020-12-07T13:22:59+01:00;48.8985966194,2.36897226423;Paris;
12107;Diderot - Pierre Bourdan;OUI;21;13;8;5;3;OUI;OUI;2020-12-07T13:17:03+01:00;48.8476486208,2.39025827497;Paris;
31703;Sadi Carnot - François Mitterrand;OUI;27;26;1;0;1;OUI;OUI;2020-12-07T13:19:49+01:00;48.8753268767,2.4241617322;Bagnolet;
16027;Mozart - Jasmin;OUI;62;51;11;9;2;OUI;OUI;2020-12-07T13:24:46+01:00;48.8528612487,2.26848357065;Paris;
15031;Théâtre - Lourmel;OUI;53;7;45;39;6;OUI;OUI;2020-12-07T13:26:08+01:00;48.8482070398,2.28986587375;Paris;
23007;Président Wilson - Jean Jaures;OUI;27;26;1;1;0;OUI;OUI;2020-12-07T13:25:32+01:00;48.8903405405,2.29206830263;Levallois-Perret;
35014;Charles de Gaulle - Jean Lolive;OUI;26;13;13;12;1;OUI;OUI;2020-12-07T13:24:41+01:00;48.8932644351,2.4126765132;Pantin;
11043;Place Pasdeloup;OUI;21;9;12;11;1;OUI;OUI;2020-12-07T13:26:38+01:00;48.8626542156,2.36703250628;Paris;
47005;Ecole Vétérinaire;OUI;36;22;14;14;0;OUI;OUI;2020-12-07T13:25:15+01:00;48.8148885982,2.42243621578;Maisons-Alfort;
5121;Square René Viviani - Montebello;OUI;34;1;31;25;6;OUI;OUI;2020-12-07T13:26:51+01:00;48.8519048914,2.34784215689;Paris;
15049;Porte de Versailles;OUI;24;21;3;1;2;OUI;OUI;2020-12-07T13:26:29+01:00;48.8321538173,2.2871491313;Paris;
8019;Naples - Rome;OUI;26;21;4;2;2;OUI;OUI;2020-12-07T13:21:19+01:00;48.8799607008,2.32135869563;Paris;
19127;Aubervilliers - Curial;OUI;23;18;5;1;4;OUI;OUI;2020-12-07T13:23:33+01:00;48.8908830523,2.36885793507;Paris;
1117;Pont Neuf - Rivoli;OUI;27;6;21;18;3;OUI;OUI;2020-12-07T13:26:27+01:00;48.8600898926,2.34405755997;Paris;
16015;Bassano -  Iéna;OUI;15;0;15;10;5;OUI;OUI;2020-12-07T13:26:00+01:00;48.8681445105,2.29614960099;Paris;
1120;Lavandieres Sainte Opportune - Rivoli;OUI;27;7;19;15;4;OUI;OUI;2020-12-07T13:26:31+01:00;48.8592797025,2.34662175179;Paris;
15070;Balard - Montagne de la Fage;OUI;36;15;21;20;1;OUI;OUI;2020-12-07T13:26:13+01:00;48.8385074033,2.27828711271;Paris;
16029;Maison de Radio - France;OUI;47;19;26;23;3;OUI;OUI;2020-12-07T13:23:15+01:00;48.8513288643,2.27778553963;Paris;
16122;Route de la Muette - Porte de Neuilly;OUI;50;7;42;37;5;OUI;OUI;2020-12-07T13:26:08+01:00;48.8798926,2.2587671;Paris;
9017;Lallier - Trudaine;OUI;29;15;14;2;12;OUI;OUI;2020-12-07T13:26:01+01:00;48.8810924662,2.34082248062;Paris;
9026;Jean-Baptiste Pigalle - La Bruyere;OUI;17;16;1;1;0;OUI;OUI;2020-12-07T13:24:39+01:00;48.8793982645,2.33370917334;Paris;
10033;Gare du Nord - Saint-Vincent de Paul;OUI;24;23;0;0;0;OUI;OUI;2020-12-07T13:22:41+01:00;48.8809557416,2.35243051484;Paris;
11010;Boulets - Faubourg Saint-Antoine;OUI;43;39;4;4;0;OUI;OUI;2020-12-07T13:26:29+01:00;48.8492592621,2.39175461419;Paris;
42703;Fontainebleau - Edmond Michelet;OUI;45;45;0;0;0;OUI;OUI;2020-12-07T13:20:44+01:00;48.8095643684,2.36269086599;Le Kremlin-Bicêtre;
20116;Haies - Réunion;OUI;22;21;1;0;1;OUI;OUI;2020-12-07T13:26:42+01:00;48.8538689677,2.40242616224;Paris;
13046;Eugène Oudiné - Dessous Des Berges;OUI;44;35;9;4;5;OUI;OUI;2020-12-07T13:19:59+01:00;48.8256423,2.3750226;Paris;
15002;Maine - Antoine Bourdelle;OUI;17;12;5;2;3;OUI;OUI;2020-12-07T13:24:09+01:00;48.8430853175,2.32026394678;Paris;
20030;Ménilmontant - Père Lachaise;OUI;56;51;5;3;2;OUI;OUI;2020-12-07T13:26:38+01:00;48.8632872915,2.3869940266;Paris;
21310;Kléber - Gouverneur Général Eboué;OUI;24;5;18;16;2;OUI;OUI;2020-12-07T13:23:10+01:00;48.8268858431,2.27234132588;Issy-les-Moulineaux;
14030;Pernety - Raymond Losserand;OUI;32;32;0;0;0;OUI;OUI;2020-12-07T13:21:03+01:00;48.834254628,2.31760933939;Paris;
20016;Pyrénées - Maraîchers;OUI;19;17;1;0;1;OUI;OUI;2020-12-07T13:25:06+01:00;48.857140014,2.40435093641;Paris;
6017;Sénat - Condé;OUI;33;2;30;28;2;OUI;OUI;2020-12-07T13:26:24+01:00;48.8495422779,2.3379394412;Paris;
32015;Gare RER de Saint-Denis;OUI;40;31;9;5;4;OUI;OUI;2020-12-07T13:26:52+01:00;48.9355432425,2.34714880586;Saint-Denis;
10036;Aqueduc - Villette;OUI;28;25;3;1;2;OUI;OUI;2020-12-07T13:26:12+01:00;48.8838860639,2.36719880331;Paris;
16043;Place de Passy;OUI;15;8;7;3;4;OUI;OUI;2020-12-07T13:25:38+01:00;48.8578029171,2.27750054694;Paris;
19041;Belleville - Pyrénées;OUI;42;41;1;1;0;OUI;OUI;2020-12-07T13:26:29+01:00;48.8741908,2.3860039;Paris;
10010;Place Jacques Bonsergent;OUI;33;2;29;26;3;OUI;OUI;2020-12-07T13:26:50+01:00;48.8709482186,2.3612049222;Paris;
7008;Villersexel - Saint-Germain;OUI;16;0;16;12;4;OUI;OUI;2020-12-07T13:26:32+01:00;48.8582970012,2.32379347086;Paris;
7007;Musée d'Orsay;OUI;65;3;62;57;5;OUI;OUI;2020-12-07T13:25:56+01:00;48.8597261579,2.32586044818;Paris;
20137;Borrégo - Gambetta;OUI;25;24;0;0;0;OUI;OUI;2020-12-07T13:22:47+01:00;48.8733049705,2.40141458809;Paris;
18043;Clichy - Place Blanche;OUI;20;19;1;0;1;OUI;OUI;2020-12-07T13:22:55+01:00;48.8836010883,2.33322378248;Paris;
14028;Alésia - Suisses;OUI;47;47;0;0;0;OUI;OUI;2020-12-07T13:24:35+01:00;48.8316825207,2.3149869226;Paris;
32004;Wilson - Landy;OUI;40;39;1;0;1;OUI;OUI;2020-12-07T13:26:37+01:00;48.9151672622,2.35763322562;Saint-Denis;
21024;Billancourt - Général Leclerc;OUI;22;15;7;6;1;OUI;OUI;2020-12-07T13:25:54+01:00;48.8322649,2.2380413;Boulogne-Billancourt;
18017;Caulaincourt - Place Constantin Pecqueur;OUI;44;43;0;0;0;OUI;OUI;2020-12-07T13:21:25+01:00;48.889677905,2.33817871443;Paris;
15059;Parc André Citroën;OUI;65;14;51;49;2;OUI;OUI;2020-12-07T13:24:57+01:00;48.8406399443,2.27806180716;Paris;
10028;Gare du Nord - Dunkerque;OUI;29;29;0;0;0;OUI;OUI;2020-12-07T13:26:40+01:00;48.8804235084,2.35276367515;Paris;
4101;Bastille - Beaumarchais;OUI;23;9;12;8;4;OUI;OUI;2020-12-07T13:23:42+01:00;48.8538334639,2.36857026815;Paris;
8001;Petit Palais;OUI;43;0;39;34;5;OUI;OUI;2020-12-07T13:26:31+01:00;48.8667692,2.3157655;Paris;
8026;Messine - Place Du Pérou;OUI;12;0;11;7;4;OUI;OUI;2020-12-07T13:23:52+01:00;48.875448034,2.31550801901;Paris;
32001;Proudhon - Président Wilson;OUI;30;23;7;6;1;OUI;OUI;2020-12-07T13:25:24+01:00;48.9064427635,2.35849052668;Saint-Denis;
18138;Ney - Charles Hermite;OUI;20;15;5;4;1;OUI;OUI;2020-12-07T13:19:00+01:00;48.8987480398,2.3645754531;Paris;
6032;Sabot - Rennes;OUI;26;0;23;14;9;OUI;OUI;2020-12-07T13:26:43+01:00;48.8525751129,2.33155276626;Paris;
9118;Faubourg Poissonniere - Delta;OUI;36;35;1;0;1;OUI;OUI;2020-12-07T13:26:38+01:00;48.8825558076,2.34974820167;Paris;
20201;Eugène Reisz - Davout;OUI;20;19;0;0;0;OUI;OUI;2020-12-07T13:21:33+01:00;48.8563187463,2.41039697081;Paris;
2001;Greneta - Sebastopol;OUI;32;7;22;18;4;OUI;OUI;2020-12-07T13:26:02+01:00;48.8652423332,2.35166698694;Paris;
16112;Chernoviz - Raynouard;OUI;37;33;3;1;2;OUI;OUI;2020-12-07T13:25:21+01:00;48.8569864146,2.28217321814;Paris;
7113;Berges de Seine - Musée d'Orsay;OUI;16;2;13;3;10;OUI;OUI;2020-12-07T13:26:04+01:00;48.8627885937,2.30645935982;Paris;
22102;Mont Valérien - Michel Salles;OUI;24;13;11;1;10;OUI;OUI;2020-12-07T13:25:21+01:00;48.8561915,2.2152966;Saint-Cloud;
2010;Uzès - Montmartre;OUI;29;17;11;9;2;OUI;OUI;2020-12-07T13:26:46+01:00;48.8707909802,2.34310101718;Paris;
12004;Traversière - Ledru-Rollin;OUI;34;2;30;28;2;OUI;OUI;2020-12-07T13:26:48+01:00;48.8507358241,2.37587011171;Paris;
7013;Duroc - Place de Breteuil;OUI;42;17;24;21;3;OUI;OUI;2020-12-07T13:26:32+01:00;48.8474606411,2.31261402369;Paris;
4110;Neuve Saint-Pierre - Beautreillis;OUI;20;6;14;6;8;OUI;OUI;2020-12-07T13:21:08+01:00;48.8535535144,2.36391227692;Paris;
8056;Beaujon - Wagram;OUI;29;19;10;4;6;OUI;OUI;2020-12-07T13:24:20+01:00;48.875352456,2.29644164443;Paris;
17102;Alfred Roll - Berthier;OUI;34;27;2;1;1;OUI;OUI;2020-12-07T13:19:25+01:00;48.8878085705,2.30009529818;Paris;
4013;Vieille du Temple - Francs Bourgeois;OUI;29;12;16;11;5;OUI;OUI;2020-12-07T13:26:24+01:00;48.8582564134,2.35821794719;Paris;
17022;Pereire - Place de Wagram;OUI;46;43;2;0;2;OUI;OUI;2020-12-07T13:26:38+01:00;48.8870706076,2.30411112453;Paris;
18042;Place Pigalle;OUI;21;16;5;0;5;OUI;OUI;2020-12-07T13:26:44+01:00;48.8827555,2.3361566;Paris;
15003;Gare Montparnasse - Vaugirard;OUI;66;62;4;2;2;OUI;OUI;2020-12-07T13:17:36+01:00;48.8418071799,2.3195100269;Paris;
20019;Place du Maquis du Vercors;OUI;31;30;1;1;0;OUI;OUI;2020-12-07T13:26:41+01:00;48.8773215795,2.40837827325;Paris;
10114;Granges aux Belles - Hôpital Saint-Louis;OUI;60;40;16;16;0;OUI;OUI;2020-12-07T13:21:06+01:00;48.8747949948,2.36666943698;Paris;
18137;Poissonniers - Nord;OUI;28;23;5;0;5;OUI;OUI;2020-12-07T13:25:30+01:00;48.8925112135,2.35222287476;Paris;
15058;Place du Moulin de Javel;OUI;45;9;36;27;9;OUI;OUI;2020-12-07T13:26:42+01:00;48.8402167092,2.27160606533;Paris;
17116;Reims - Porte d'Asnières;OUI;26;14;11;7;4;OUI;OUI;2020-12-07T13:26:00+01:00;48.8918344482,2.30014465995;Paris;
13122;Parc de Choisy;OUI;25;25;0;0;0;OUI;OUI;2020-12-07T13:20:01+01:00;48.8281562516,2.3585135329;Paris;
12108;Bercy;OUI;66;1;64;50;14;OUI;OUI;2020-12-07T13:26:04+01:00;48.839966915,2.3788625747;Paris;
21114;Gustave Eiffel - Parc des Impressionnistes;OUI;30;28;2;1;1;OUI;OUI;2020-12-07T13:24:29+01:00;48.9039061965,2.2946908325;Clichy;
14116;Romain Rolland;OUI;25;25;0;0;0;OUI;OUI;2020-12-07T13:24:23+01:00;48.8202152297,2.32341442344;Montrouge;
12161;Diderot - Reuilly;OUI;44;16;27;22;5;OUI;OUI;2020-12-07T13:26:44+01:00;48.8472084561,2.38612733781;Paris;
32018;Franciade - Gabriel Péri;OUI;26;19;7;6;1;OUI;OUI;2020-12-07T13:24:52+01:00;48.9326149933,2.35595449805;Saint-Denis;
13103;Hôpital Pitié Salpêtrière;OUI;50;32;18;8;10;OUI;OUI;2020-12-07T13:25:08+01:00;48.8377016,2.3604946;Paris;
11034;Parmentier - Fontaine au Roi;OUI;48;40;7;4;3;OUI;OUI;2020-12-07T13:20:30+01:00;48.8678767055,2.37270597867;Paris;
15107;Palais des Sports;OUI;22;15;7;6;1;OUI;OUI;2020-12-07T13:25:02+01:00;48.8334685174,2.28587206453;Paris;
17016;Brochant - Square des Batignolles;OUI;31;27;2;1;1;OUI;OUI;2020-12-07T13:21:22+01:00;48.8881869858,2.31686114315;Paris;
32603;Calmette;OUI;32;30;2;1;1;OUI;OUI;2020-12-07T13:21:23+01:00;48.881049251,2.42499321699;Les Lilas;
15063;Convention - Saint-Charles;OUI;19;12;7;6;1;OUI;OUI;2020-12-07T13:26:51+01:00;48.8431561111,2.28310905397;Paris;
19023;Manin - Simon Bolivar;OUI;26;24;1;0;1;OUI;OUI;2020-12-07T13:25:41+01:00;48.8764996541,2.3794073626;Paris;
6014;Pont de Lodi - Dauphine;OUI;23;1;22;17;5;OUI;OUI;2020-12-07T13:25:36+01:00;48.8552968986,2.33994730757;Paris;
8038;François 1er - Montaigne;OUI;29;1;28;21;7;OUI;OUI;2020-12-07T13:23:24+01:00;48.86688765,2.30667557572;Paris;
7110;Quai Anatole France - Musée d'Orsay;OUI;12;1;10;5;5;OUI;OUI;2020-12-07T13:17:40+01:00;48.8612117406,2.32424609363;Paris;
2013;Favart - Italiens;OUI;17;1;16;13;3;OUI;OUI;2020-12-07T13:19:24+01:00;48.8714463539,2.33829010585;Paris;
15020;Mairie du 15ème;OUI;32;27;5;4;1;OUI;OUI;2020-12-07T13:25:07+01:00;48.8417762,2.2986539;Paris;
21311;Parvis Corentin Celton;OUI;55;5;49;39;10;OUI;OUI;2020-12-07T13:26:25+01:00;48.8274725252,2.278431952;Issy-les-Moulineaux;
8104;Chateaubriand - Friedland;OUI;31;26;5;3;2;OUI;OUI;2020-12-07T13:26:11+01:00;48.8740144756,2.29991625787;Paris;
12041;Bois de Vincennes;OUI;60;34;26;25;1;OUI;OUI;2020-12-07T13:25:46+01:00;48.8338064,2.4132221;Saint-Mandé;
11019;Charonne - Philippe-Auguste;OUI;32;28;4;1;3;OUI;OUI;2020-12-07T13:25:40+01:00;48.855603162,2.39054639062;Paris;
7016;Surcouf - Université;OUI;58;3;54;52;2;OUI;OUI;2020-12-07T13:26:48+01:00;48.8612730163,2.30945355091;Paris;
13113;Vistule - Choisy;OUI;33;29;4;3;1;OUI;OUI;2020-12-07T13:24:21+01:00;48.8236554366,2.36157238483;Paris;
15040;Saint-Amand - Labrouste;OUI;36;35;1;0;1;OUI;OUI;2020-12-07T13:26:15+01:00;48.8340972748,2.30876773596;Paris;
3101;Porte Saint-Martin;OUI;35;19;14;9;5;OUI;OUI;2020-12-07T13:23:53+01:00;48.8686017211,2.3557010293;Paris;
31704;Jeanne Hornet - Girardot;OUI;29;29;0;0;0;OUI;OUI;2020-12-07T13:20:21+01:00;48.8738026814,2.42782026529;Bagnolet;
2014;Daunou - Louis le Grand;OUI;17;1;16;12;4;OUI;OUI;2020-12-07T13:26:31+01:00;48.869113,2.332515;Paris;
45001;Hôtel de Ville de Champigny sur Marne;OUI;21;6;15;13;2;OUI;OUI;2020-12-07T13:17:34+01:00;48.8138106284,2.50967592001;Champigny-sur-Marne;
16041;Versailles - Claude Terrasse;OUI;46;41;5;0;5;OUI;OUI;2020-12-07T13:24:39+01:00;48.8402193381,2.26383419115;Paris;
10163;Gare du Nord - Demarquay;OUI;30;27;3;1;2;OUI;OUI;2020-12-07T13:21:39+01:00;48.881154,2.358411;Paris;
23302;Parc de Sceaux - Centre-Ville;OUI;33;11;21;9;12;OUI;OUI;2020-12-07T13:26:41+01:00;48.7769529826,2.29572147131;Sceaux;
31023;Place François Mitterand;OUI;34;32;2;0;2;OUI;OUI;2020-12-07T13:26:08+01:00;48.8649278202,2.4429583177;Montreuil;
4109;Mornay - Sully;OUI;15;10;5;2;3;OUI;OUI;2020-12-07T13:25:38+01:00;48.8497039955,2.36446078867;Paris;
14006;Saint-Jacques - Tombe Issoire;OUI;24;19;5;2;3;OUI;OUI;2020-12-07T13:25:35+01:00;48.8332063305,2.33691081405;Paris;
12154;Square Georges Melies;OUI;40;16;23;18;5;OUI;OUI;2020-12-07T13:26:28+01:00;48.8407023921,2.40966774523;Paris;
4011;Hôtel de Ville - Pont-Marie;OUI;36;6;29;27;2;OUI;OUI;2020-12-07T13:24:17+01:00;48.8538996455,2.35694725066;Paris;
14007;Ferrus - Saint-Jacques;OUI;34;33;1;0;1;OUI;OUI;2020-12-07T13:17:18+01:00;48.8313878,2.3408563;Paris;
31013;Centenaire - Sorins;OUI;45;42;3;3;0;OUI;OUI;2020-12-07T13:20:36+01:00;48.8585352336,2.42735087872;Montreuil;
8029;Place du Canada;OUI;40;1;37;31;6;OUI;OUI;2020-12-07T13:26:47+01:00;48.8653462694,2.31019378796;Paris;
18001;Damrémont - Caulaincourt;OUI;18;17;1;0;1;OUI;OUI;2020-12-07T13:26:38+01:00;48.8871450908,2.33258809894;Paris;
8105;François 1er - Lincoln;OUI;31;1;29;18;11;OUI;OUI;2020-12-07T13:26:42+01:00;48.8695179793,2.30242621884;Paris;
21108;Mairie de Clichy;OUI;51;44;7;3;4;OUI;OUI;2020-12-07T13:23:33+01:00;48.9036536347,2.30593532324;Clichy;
9015;Lamartine - Faubourg Montmartre;OUI;32;21;11;9;2;OUI;OUI;2020-12-07T13:26:46+01:00;48.8766139829,2.33976569027;Paris;
18019;Square Raymond Souplex;OUI;52;52;0;0;0;OUI;OUI;2020-12-07T13:21:11+01:00;48.8918372148,2.33542610317;Paris;
11044;Square du Bataclan;OUI;20;4;15;12;3;OUI;OUI;2020-12-07T13:26:18+01:00;48.8633762,2.3711327;Paris;
11003;Keller - La Roquette;OUI;34;22;11;7;4;OUI;OUI;2020-12-07T13:26:52+01:00;48.8555508,2.3752778;Paris;
14127;Odessa - Départ;OUI;39;37;2;2;0;OUI;OUI;2020-12-07T13:22:57+01:00;48.8428855901,2.32442814857;Paris;
18135;Ney - Porte de Montmartre;OUI;25;2;22;14;8;OUI;OUI;2020-12-07T13:23:39+01:00;48.897918,2.3364872;Paris;
19030;Melun - Jean Jaurès;OUI;28;26;1;1;0;OUI;OUI;2020-12-07T13:25:51+01:00;48.8837796723,2.37647742033;Paris;
9012;Rougemont - Poissonnière;OUI;30;2;26;21;5;OUI;OUI;2020-12-07T13:20:46+01:00;48.8716115694,2.34587308019;Paris;
15009;Suffren - Pérignon;OUI;46;22;24;17;7;OUI;OUI;2020-12-07T13:26:43+01:00;48.8471756149,2.3070521476;Paris;
20026;Gambetta - Hôpital Tenon;OUI;35;35;0;0;0;OUI;OUI;2020-12-07T13:22:52+01:00;48.867925154,2.40097662355;Paris;
22002;Argenson - Château;OUI;25;15;10;5;5;OUI;OUI;2020-12-07T13:23:44+01:00;48.8885593147,2.26420015097;Neuilly-sur-Seine;
41206;Place des Larris;OUI;34;31;3;2;1;OUI;OUI;2020-12-07T13:19:33+01:00;48.8568363,2.4780236;Fontenay-sous-Bois;
11110;Roquette - Folie Regnault;OUI;52;48;4;3;1;OUI;OUI;2020-12-07T13:26:15+01:00;48.8592469592,2.38655362358;Paris;
19031;Manin - Crimée;OUI;23;21;2;1;1;OUI;OUI;2020-12-07T13:24:30+01:00;48.8831217744,2.38636706024;Paris;
16031;Vignes - Boulainvilliers;OUI;21;17;3;1;2;OUI;OUI;2020-12-07T13:20:56+01:00;48.856399484,2.27524045855;Paris;
13114;Nationale - Marcel Duchamp;OUI;23;20;3;1;2;OUI;OUI;2020-12-07T13:20:04+01:00;48.8246374934,2.36780148;Paris;
12153;Terroirs de France - Lheureux;OUI;55;7;47;35;12;OUI;OUI;2020-12-07T13:24:44+01:00;48.8321202707,2.38861810416;Paris;
15061;Square Desnouettes;OUI;22;8;14;7;7;OUI;OUI;2020-12-07T13:26:39+01:00;48.8347683793,2.28414229739;Paris;
17005;Brochant - Clichy;OUI;53;46;6;0;6;OUI;OUI;2020-12-07T13:25:40+01:00;48.8903299891,2.31973055993;Paris;
20017;Saint-Blaise - Mouraud;OUI;27;26;1;1;0;OUI;OUI;2020-12-07T13:22:00+01:00;48.856961776,2.40869477391;Paris;
8032;Matignon - Faubourg Saint-Honoré;OUI;36;2;34;26;8;OUI;OUI;2020-12-07T13:26:48+01:00;48.8714785912,2.31397792697;Paris;
23008;Hôtel de Ville de Levallois Perret;OUI;26;22;4;1;3;OUI;OUI;2020-12-07T13:21:37+01:00;48.89314452,2.28888183832;Levallois-Perret;
18035;René Binet - Porte de Montmartre;OUI;37;1;36;35;1;OUI;OUI;2020-12-07T13:24:39+01:00;48.8990510995,2.3365534097;Paris;
1016;Thérèse - Opéra;OUI;25;2;22;19;3;OUI;OUI;2020-12-07T13:26:38+01:00;48.8664835145,2.33443342122;Paris;
22401;Charles de Gaulle - Plateau de Vanves;OUI;33;32;1;0;1;OUI;OUI;2020-12-07T13:18:40+01:00;48.8223308897,2.29857180341;Malakoff;
8015;Roquépine - Malesherbes;OUI;37;1;34;11;23;OUI;OUI;2020-12-07T13:25:49+01:00;48.8734507339,2.32040449977;Paris;
12033;François Truffaut - Saint Emilion;OUI;66;5;61;58;3;OUI;OUI;2020-12-07T13:26:22+01:00;48.8337235434,2.38660190327;Paris;
16016;Paul Doumer - La Tour;OUI;34;32;2;0;2;OUI;OUI;2020-12-07T13:23:27+01:00;48.8601161096,2.28084048191;Paris;
12120;Lac Daumesnil - Saint-Maurice;OUI;50;41;9;5;4;OUI;OUI;2020-12-07T13:25:23+01:00;48.8277455574,2.41836547852;Paris;
5019;Poissy - Saint-Germain;OUI;25;7;18;17;1;OUI;OUI;2020-12-07T13:26:47+01:00;48.8496964943,2.35296852887;Paris;
18014;Léon - Doudeauville;OUI;13;9;4;1;3;OUI;OUI;2020-12-07T13:20:56+01:00;48.8883242185,2.35357337264;Paris;
7026;Place de Finlande;OUI;25;4;21;16;5;OUI;OUI;2020-12-07T13:24:28+01:00;48.862408336,2.3113624379;Paris;
21017;Place Marcel Sembat;OUI;56;53;3;1;2;OUI;OUI;2020-12-07T13:25:58+01:00;48.8332886503,2.24417477846;Boulogne-Billancourt;
31018;Gambetta - Michelet;OUI;33;29;3;2;1;OUI;OUI;2020-12-07T13:26:20+01:00;48.8527379238,2.42996603251;Montreuil;
13110;Moulin de la Pointe;OUI;22;20;1;0;1;OUI;OUI;2020-12-07T13:22:41+01:00;48.8209294605,2.35631793737;Paris;
47002;Les Juilliottes;OUI;21;6;15;15;0;OUI;OUI;2020-12-07T13:25:55+01:00;48.8043072,2.4437362;Maisons-Alfort;
42011;Quai Marcel Boyer - Victor Hugo;OUI;29;18;11;8;3;OUI;OUI;2020-12-07T13:26:20+01:00;48.8225563667,2.39203959703;Ivry-sur-Seine;
33005;République - Henri Barbusse;OUI;32;27;5;5;0;OUI;OUI;2020-12-07T12:25:20+01:00;48.9066155363,2.38943248987;Aubervilliers;
23005;Gare de Clichy-Levallois;OUI;26;22;2;1;1;OUI;OUI;2020-12-07T13:20:38+01:00;48.8967982748,2.29846805334;Levallois-Perret;
2110;Jeûneurs - Mulhouse;OUI;28;18;9;3;6;OUI;OUI;2020-12-07T13:23:34+01:00;48.868997,2.346925;Paris;
12010;Daumesnil - Picpus;OUI;21;15;6;4;2;OUI;OUI;2020-12-07T13:23:05+01:00;48.8374688,2.401765;Paris;
1022;Danielle Casanova - Place Vendôme;OUI;37;0;36;25;11;OUI;OUI;2020-12-07T13:26:19+01:00;48.8682664982,2.33048390597;Paris;
4107;Beaumarchais - Pas de la Mule;OUI;18;14;3;1;2;OUI;OUI;2020-12-07T13:24:48+01:00;48.855580507,2.36843336734;Paris;
10164;Claude Vellefaux - Sambre et Meuse;OUI;34;32;2;1;1;OUI;OUI;2020-12-07T13:24:39+01:00;48.875022,2.370478;Paris;
21951;Place Centrale;OUI;22;15;7;6;1;OUI;OUI;2020-12-07T13:23:27+01:00;48.7874016769,2.2278830409;Meudon;
13019;Fernand Braudel - Vincent Auriol;OUI;36;14;22;14;8;OUI;OUI;2020-12-07T13:23:52+01:00;48.8363785232,2.3723404482;Paris;
9013;Mairie du 9ème;OUI;24;2;21;16;5;OUI;OUI;2020-12-07T13:25:40+01:00;48.8732671376,2.34075344805;Paris;
8049;Georges V - François 1er;OUI;22;0;22;16;6;OUI;OUI;2020-12-07T13:26:04+01:00;48.87034,2.30082;Paris;
23006;Jules Guesde - Alsace;OUI;25;21;5;2;3;OUI;OUI;2020-12-07T13:24:56+01:00;48.8905662755,2.29507774115;Levallois-Perret;
11107;Faidherbe - Dahomey;OUI;44;26;15;12;3;OUI;OUI;2020-12-07T13:22:32+01:00;48.8513583298,2.3838231348;Paris;
20004;Commandant l'Herminier - Gallieni;OUI;17;16;1;0;1;OUI;OUI;2020-12-07T13:25:43+01:00;48.8470405526,2.41604536772;Paris;
9113;Bleue - Trévise;OUI;30;19;11;8;3;OUI;OUI;2020-12-07T13:26:35+01:00;48.8757890656,2.34728962183;Paris;
92005;Gare de Nanterre Ville;OUI;43;35;8;4;4;OUI;OUI;2020-12-07T13:24:36+01:00;48.8950295,2.1957932;Nanterre;
20103;Le Vau - Maurice Bertaux;OUI;25;11;14;13;1;OUI;OUI;2020-12-07T13:25:47+01:00;48.8680343904,2.41103061245;Paris;
14128;Gergovie - Vercingétorix;OUI;29;27;0;0;0;OUI;OUI;2020-12-07T13:19:46+01:00;48.8345341388,2.31315454743;Paris;
5030;Sorbonne - Ecoles;OUI;50;5;42;30;12;OUI;OUI;2020-12-07T13:26:22+01:00;48.8496865662,2.34349966049;Paris;
12125;Pyramide - Parc Floral;OUI;50;27;22;10;12;OUI;OUI;2020-12-07T13:26:11+01:00;48.837442,2.440452;Paris;
11037;Faubourg Du Temple - Republique;OUI;38;24;15;8;7;OUI;OUI;2020-12-07T13:26:50+01:00;48.8678724847,2.36489821581;Paris;
31026;Demi-Lune - Aristide Briand;OUI;20;19;1;1;0;OUI;OUI;2020-12-07T13:26:51+01:00;48.8762638192,2.4562818557;Montreuil;
11046;Place de la République - Voltaire;OUI;19;8;11;10;1;OUI;OUI;2020-12-07T13:26:40+01:00;48.8668309689,2.36548103392;Paris;
12129;Bois de Vincennes - Porte Jaune;OUI;35;32;3;3;0;OUI;OUI;2020-12-07T13:25:19+01:00;48.8387512467,2.46054891497;Paris;
11048;Place Mireille Havet;OUI;43;27;13;10;3;OUI;OUI;2020-12-07T13:25:03+01:00;48.850533,2.383756;Paris;
19113;Pré Saint-Gervais - Lilas;OUI;28;25;1;0;1;OUI;OUI;2020-12-07T13:22:46+01:00;48.877870627,2.39590734243;Paris;
6031;Pierre Sarrazin - Saint-Michel;OUI;33;4;27;18;9;OUI;OUI;2020-12-07T13:25:18+01:00;48.8509081464,2.34213072807;Paris;
10039;Sambre et Meuse - Villette;OUI;25;22;3;2;1;OUI;OUI;2020-12-07T13:20:53+01:00;48.8744056662,2.373807238;Paris;
2101;Bachaumont - Montmartre;OUI;33;3;29;19;10;OUI;OUI;2020-12-07T13:25:43+01:00;48.8661739508,2.34497755766;Paris;
35004;Place du Président Salvador Allende;OUI;60;51;8;7;1;OUI;OUI;2020-12-07T13:25:24+01:00;48.8973073104,2.40079153681;Pantin;
