Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
20034;Sorbier - Ménilmontant;OUI;24;23;0;0;0;OUI;OUI;2020-12-07T13:23:57+01:00;48.8685423957,2.38977212459;Paris;
20029;Frères Flavien - Porte des Lilas;OUI;23;19;4;0;4;OUI;OUI;2020-12-07T13:24:53+01:00;48.8780992764,2.41104629853;Paris;
16013;Mairie du 16ème;OUI;35;29;4;1;3;OUI;OUI;2020-12-07T13:20:21+01:00;48.8639368485,2.27659530938;Paris;
1102;Française - Etienne Marcel;OUI;37;23;13;8;5;OUI;OUI;2020-12-07T13:26:10+01:00;48.8640533047,2.34758701175;Paris;
20104;Louis Lumière;OUI;22;10;12;11;1;OUI;OUI;2020-12-07T13:26:07+01:00;48.8621619807,2.41112578186;Paris;
12020;Cours de Vincennes - Soult;OUI;45;44;1;1;0;OUI;OUI;2020-12-07T13:26:10+01:00;48.8469187616,2.4105220288;Paris;
20008;Pyrénées - Avron;OUI;32;29;3;2;1;OUI;OUI;2020-12-07T13:25:41+01:00;48.8532468982,2.40587104453;Paris;
13017;Nationale - Vincent Auriol;OUI;33;27;6;1;5;OUI;OUI;2020-12-07T13:26:28+01:00;48.832527084,2.36235441039;Paris;
10038;Place du Colonel Fabien;OUI;27;21;6;3;3;OUI;OUI;2020-12-07T13:24:01+01:00;48.8775683209,2.36987918615;Paris;
15111;Olivier de Serres - Leriche;OUI;25;25;0;0;0;OUI;OUI;2020-12-07T13:18:46+01:00;48.8346022172,2.2957482934;Paris;
6104;Herschel - Observatoire;OUI;37;6;31;5;26;OUI;OUI;2020-12-07T13:24:08+01:00;48.8434237622,2.33766451478;Paris;
19129;Solitaires - Place des Fêtes;OUI;29;26;2;0;2;OUI;OUI;2020-12-07T13:26:31+01:00;48.876601,2.391769;Paris;
10034;Louis Blanc - La Chapelle;OUI;21;20;1;1;0;OUI;OUI;2020-12-07T13:25:46+01:00;48.8840089645,2.35993355513;Paris;
26005;Hôtel de Ville d'Asnières sur Seine;OUI;30;18;12;12;0;OUI;OUI;2020-12-07T13:23:51+01:00;48.9099933003,2.28823810816;Asnières-sur-Seine;
12019;Gare de Reuilly - Picpus;OUI;28;10;19;7;12;OUI;OUI;2020-12-07T13:26:32+01:00;48.8426735412,2.39729437977;Paris;
14022;Didot - Mariniers;OUI;35;32;3;2;1;OUI;OUI;2020-12-07T13:26:41+01:00;48.8265054361,2.31313619827;Paris;
16102;Pergolèse - Marbeau;OUI;27;24;3;1;2;OUI;OUI;2020-12-07T13:21:36+01:00;48.8735687069,2.28151252253;Paris;
19046;Porte de Pantin;OUI;33;12;21;18;3;OUI;OUI;2020-12-07T13:25:34+01:00;48.8891997256,2.39501819015;Paris;
18140;Porte de Clignancourt - Ney;OUI;40;35;5;3;2;OUI;OUI;2020-12-07T13:26:46+01:00;48.899641124,2.34432142228;Paris;
3006;Mairie du 3ème;OUI;32;15;17;10;7;OUI;OUI;2020-12-07T13:23:49+01:00;48.8644617814,2.36176282167;Paris;
14135;Jourdan - Cité Universitaire;OUI;39;36;3;2;1;OUI;OUI;2020-12-07T13:26:52+01:00;48.8198973432,2.33970079641;Paris;
21507;Gardenat-Lapostol - Velettes;OUI;20;13;7;1;6;OUI;OUI;2020-12-07T13:26:26+01:00;48.87387,2.224185;Suresnes;
21309;Mairie d'Issy;OUI;41;1;39;38;1;OUI;OUI;2020-12-07T13:24:52+01:00;48.8237677925,2.27231115103;Issy-les-Moulineaux;
4014;Blancs-Manteaux - Archives;OUI;29;4;24;9;15;OUI;OUI;2020-12-07T13:24:33+01:00;48.859418007,2.35594712198;Paris;
17019;Phalsbourg - Villiers;OUI;20;15;5;2;3;OUI;OUI;2020-12-07T13:26:09+01:00;48.882423079,2.30904534459;Paris;
14023;Adolphe Pinard - Victor Hugo;OUI;52;49;3;0;3;OUI;OUI;2020-12-07T13:25:53+01:00;48.8236825875,2.30778437108;Malakoff;
20024;Gambetta - Père Lachaise;OUI;29;23;6;0;6;OUI;OUI;2020-12-07T13:26:18+01:00;48.8642956962,2.39822866728;Paris;
22502;Kléber - National;OUI;20;12;8;5;3;OUI;OUI;2020-12-07T13:25:33+01:00;48.9063338987,2.23939105868;La Garenne-Colombes;
13005;Cordelières - Arago;OUI;46;36;10;8;2;OUI;OUI;2020-12-07T13:26:06+01:00;48.835480719,2.3485724617;Paris;
2021;Cléry - Montmartre;OUI;44;3;41;32;9;OUI;OUI;2020-12-07T13:25:58+01:00;48.867458,2.3445211;Paris;
4108;Quai de Béthune - Pont de la Tournelle;OUI;25;19;6;4;2;OUI;OUI;2020-12-07T13:23:43+01:00;48.8509743319,2.35630720854;Paris;
1014;Rivoli - Musée du Louvre;OUI;24;1;23;19;4;OUI;OUI;2020-12-07T13:24:02+01:00;48.8636463685,2.33409583569;Paris;
8110;Gare Saint-Lazare - Stockholm;OUI;32;3;28;23;5;OUI;OUI;2020-12-07T13:25:31+01:00;48.8771273167,2.32241716236;Paris;
22504;Château - République;OUI;20;18;2;0;2;OUI;OUI;2020-12-07T13:16:56+01:00;48.905928,2.253629;La Garenne-Colombes;
1007;Turbigo - Française;OUI;16;1;14;12;2;OUI;OUI;2020-12-07T13:25:11+01:00;48.8635885811,2.34777946025;Paris;
21215;Verdier - Jean Jaurès;OUI;33;30;3;3;0;OUI;OUI;2020-12-07T13:24:59+01:00;48.8161404871,2.31235619634;Montrouge;
19002;Centquatre;OUI;41;40;1;0;1;OUI;OUI;2020-12-07T13:26:44+01:00;48.8893335385,2.37078543752;Paris;
3003;Fille du Calvaire - Turenne;OUI;29;5;22;12;10;OUI;OUI;2020-12-07T13:24:36+01:00;48.8621050541,2.36496001482;Paris;
20001;Place de la Nation - Charonne;OUI;36;30;6;0;6;OUI;OUI;2020-12-07T13:26:19+01:00;48.8483646678,2.39976238598;Paris;
4012;Tiron - Rivoli;OUI;28;2;25;20;5;OUI;OUI;2020-12-07T13:26:50+01:00;48.8556922532,2.35790580511;Paris;
13051;Halle Freyssinet - Parvis Alan Turing;OUI;23;1;22;13;9;OUI;OUI;2020-12-07T13:26:52+01:00;48.8328468145,2.37114217132;Paris;
4009;Village Saint-Paul;OUI;28;4;23;14;9;OUI;OUI;2020-12-07T13:24:45+01:00;48.8526398666,2.3607301712;Paris;
22301;Chausson - Gabriel Péri;OUI;22;19;3;2;1;OUI;OUI;2020-12-07T13:25:25+01:00;48.9218910035,2.29523062706;Gennevilliers;
19111;Cesaria Evora - Rosa Parks;OUI;40;34;5;5;0;OUI;OUI;2020-12-07T13:24:51+01:00;48.8971767283,2.37451739609;Paris;
3001;Beaumarchais - Saint-Gilles;OUI;51;6;45;43;2;OUI;OUI;2020-12-07T13:26:42+01:00;48.8580378,2.3679352;Paris;
42026;Barbès - Monique Maunoury;OUI;40;40;0;0;0;OUI;OUI;2020-12-07T13:26:29+01:00;48.8155271882,2.36871693349;Ivry-sur-Seine;
8028;Arsène Houssaye - Champs-Elysées;OUI;29;16;13;4;9;OUI;OUI;2020-12-07T13:26:22+01:00;48.8734092763,2.29779046029;Paris;
2012;Choiseul - Quatre Septembre;OUI;44;9;34;22;12;OUI;OUI;2020-12-07T13:26:02+01:00;48.8699355332,2.33599752188;Paris;
20006;Pyrénées - Plaine;OUI;12;11;1;0;1;OUI;OUI;2020-12-07T13:25:51+01:00;48.8502670246,2.4062821269;Paris;
4015;Mairie du 4ème;OUI;44;14;30;24;6;OUI;OUI;2020-12-07T13:26:11+01:00;48.8559499105,2.35638231039;Paris;
19201;Petit - Georges Thill;OUI;23;21;2;1;1;OUI;OUI;2020-12-07T13:25:58+01:00;48.88603132,2.3895753175;Paris;
3004;Place de la République - Temple;OUI;18;12;6;3;3;OUI;OUI;2020-12-07T13:26:41+01:00;48.8672112019,2.36354643705;Paris;
21026;Sèvres - Général Leclerc;OUI;30;5;24;23;1;OUI;OUI;2020-12-07T13:23:47+01:00;48.8301215591,2.23142623901;Boulogne-Billancourt;
2004;Square Pierre Lazareff;OUI;17;3;13;11;2;OUI;OUI;2020-12-07T13:26:16+01:00;48.8671417207,2.34839335084;Paris;
2015;Louis le Grand - Italiens;OUI;33;7;26;21;5;OUI;OUI;2020-12-07T13:26:01+01:00;48.8705089372,2.33405446194;Paris;
1012;Jean-Jacques Rousseau - Deux Ecus;OUI;22;2;20;15;5;OUI;OUI;2020-12-07T13:24:49+01:00;48.8629780597,2.34146352857;Paris;
12002;Lacuée - Lyon;OUI;16;2;14;14;0;OUI;OUI;2020-12-07T13:24:48+01:00;48.849268482,2.3704585433;Paris;
14134;Château - Place de Catalogne;OUI;33;31;2;0;2;OUI;OUI;2020-12-07T13:26:09+01:00;48.8368055423,2.31852930039;Paris;
32013;Université;OUI;24;14;10;5;5;OUI;OUI;2020-12-07T13:26:01+01:00;48.9456343095,2.363829799;Saint-Denis;
2009;Filles Saint-Thomas - Place de la Bourse;OUI;58;1;56;48;8;OUI;OUI;2020-12-07T13:24:12+01:00;48.8688998909,2.33975438452;Paris;
31709;Place de la Fraternité;OUI;22;20;2;1;1;OUI;OUI;2020-12-07T13:22:28+01:00;48.8571640584,2.42284744978;Montreuil;
1017;Saint-Honoré - 29 juillet;OUI;20;2;17;9;8;OUI;OUI;2020-12-07T13:25:45+01:00;48.8655711428,2.33056741758;Paris;
7021;Bosquet - Saint-Dominique;OUI;28;6;22;17;5;OUI;OUI;2020-12-07T13:25:54+01:00;48.8586517095,2.30371658023;Paris;
33020;Waldeck Rochet - Germaine Tillon;OUI;31;20;11;5;6;OUI;OUI;2020-12-07T13:26:33+01:00;48.911059602,2.36763015389;Aubervilliers;
5122;Saint-Michel - Luxembourg;NON;0;0;0;0;0;NON;NON;2019-03-20T15:39:32+01:00;48.845,2.339787;Paris;
18015;Custine - Ramey;OUI;41;40;1;1;0;OUI;OUI;2020-12-07T13:24:20+01:00;48.8887358969,2.34695266932;Paris;
21506;Maurice Payret-Dortail;OUI;22;14;8;2;6;OUI;OUI;2020-12-07T13:25:38+01:00;48.8781195706,2.22336251289;Suresnes;
22506;Gare des Vallées;OUI;20;12;8;4;4;OUI;OUI;2020-12-07T13:26:51+01:00;48.913179,2.257726;La Garenne-Colombes;
2003;Saint-Denis - Réaumur;OUI;32;12;20;15;5;OUI;OUI;2020-12-07T13:25:57+01:00;48.8661116316,2.35077906755;Paris;
13054;Pau Casals - Neuve Tolbiac;OUI;53;1;52;45;7;OUI;OUI;2020-12-07T13:26:02+01:00;48.8311602,2.3774395;Paris;
22503;Joffre - Aigle;OUI;20;11;8;6;2;OUI;OUI;2020-12-07T13:22:52+01:00;48.904033,2.245096;La Garenne-Colombes;
9039;Chaussée d'Antin - Haussmann;OUI;28;1;26;18;8;OUI;OUI;2020-12-07T13:25:54+01:00;48.87243,2.33359;Paris;
3012;Square Emile - Chautemps;OUI;25;6;19;15;4;OUI;OUI;2020-12-07T13:22:46+01:00;48.8674337242,2.35363572836;Paris;
2008;Mairie du 2ème;OUI;28;10;18;14;4;OUI;OUI;2020-12-07T13:26:36+01:00;48.8672190355,2.34046254377;Paris;
2002;Etienne Marcel - Montorgueil;OUI;28;21;5;2;3;OUI;OUI;2020-12-07T13:25:38+01:00;48.8645056726,2.3461959511;Paris;
32019;Place du 8 mai 1945;OUI;30;26;4;2;2;OUI;OUI;2020-12-07T13:25:03+01:00;48.9388822721,2.35662437975;Saint-Denis;
3005;Sainte-Elisabeth - Turbigo;OUI;33;3;27;21;6;OUI;OUI;2020-12-07T13:24:04+01:00;48.8661033743,2.35964924097;Paris;
23101;Grande Rue - Europe;OUI;25;20;5;5;0;OUI;OUI;2020-12-07T13:24:57+01:00;48.8218104688,2.20587987453;Sèvres;
2005;Montmartre - Etienne Marcel;OUI;16;1;15;14;1;OUI;OUI;2020-12-07T13:25:13+01:00;48.8650219458,2.34506844014;Paris;
1018;Alger - Rivoli;OUI;21;4;17;14;3;OUI;OUI;2020-12-07T13:25:44+01:00;48.8647735535,2.32944939361;Paris;
24006;Adolphe Lalyre - Armand Silvestre;OUI;40;34;6;1;5;OUI;OUI;2020-12-07T13:18:29+01:00;48.9040626696,2.27341622114;Courbevoie;
18112;Arthur Ranc - Hôpital Bichat;OUI;26;9;16;15;1;OUI;OUI;2020-12-07T13:25:25+01:00;48.8978712501,2.33352184296;Paris;
3009;Temple - Haudriettes;OUI;19;18;1;1;0;OUI;OUI;2020-12-07T13:26:17+01:00;48.8616368802,2.35669602065;Paris;
6026;Saint-Placide - Cherche Midi;OUI;66;15;49;26;23;OUI;OUI;2020-12-07T09:12:53+01:00;48.8490535919,2.32531797141;Paris;
14132;Bézout - Général Leclerc;OUI;30;30;0;0;0;OUI;OUI;2020-12-07T13:24:37+01:00;48.828848045,2.32859730721;Paris;
22601;Marx Dormoy - Château Sainte-Barbe;OUI;22;17;5;3;2;OUI;OUI;2020-12-07T13:23:49+01:00;48.7917823411,2.29785684496;Fontenay-aux-Roses;
23702;Hôtel de Ville de Chaville;OUI;20;19;1;0;1;OUI;OUI;2020-12-07T13:26:12+01:00;48.8088714909,2.18813404441;Chaville;
6007;Bréa - Raspail;OUI;24;14;9;8;1;OUI;OUI;2020-12-07T13:25:36+01:00;48.8427384783,2.32979422176;Paris;
13125;Gare d'Austerlitz - Pont Charles de Gaulle;OUI;55;26;29;19;10;OUI;OUI;2020-12-07T13:26:13+01:00;48.8423198301,2.36703000963;Paris;
35005;Quai de l'Aisne - Général Leclerc;OUI;27;24;2;1;1;OUI;OUI;2020-12-07T13:25:58+01:00;48.895713,2.400571;Pantin;
19012;Lally-Tollendal - Armand Carrel;OUI;28;28;0;0;0;OUI;OUI;2020-12-07T13:25:13+01:00;48.8827006622,2.37471755594;Paris;
48007;Parc Départemental des Hautes-Bruyères;OUI;30;19;11;0;11;OUI;OUI;2020-12-07T13:24:45+01:00;48.7934579014,2.35090121627;Villejuif;
18136;Poulet - Barbès;OUI;20;18;2;0;2;OUI;OUI;2020-12-07T13:26:41+01:00;48.887148,2.349064;Paris;
42028;Verdun - Carnot;OUI;28;28;0;0;0;OUI;OUI;2020-12-07T13:25:34+01:00;48.8084393761,2.37379521132;Ivry-sur-Seine;
9111;Victoire - Laffitte;OUI;20;0;20;16;4;OUI;OUI;2020-12-07T13:26:32+01:00;48.8751437349,2.33811850514;Paris;
1013;Place du Palais Royal;OUI;67;2;63;34;29;OUI;OUI;2020-12-07T13:26:09+01:00;48.8623829706,2.33848225325;Paris;
48005;Eugène Varlin - Place de la Paix;OUI;23;20;3;0;3;OUI;OUI;2020-12-07T13:26:38+01:00;48.792862,2.363093;Villejuif;
22603;Place de la Division Leclerc;OUI;35;34;1;0;1;OUI;OUI;2020-12-07T13:24:15+01:00;48.7938249886,2.27311404306;Fontenay-aux-Roses;
44001;Quai Jules Guesde - Saint-Simon;NON;30;30;0;0;0;NON;NON;2020-11-17T06:54:07+01:00;48.8039148722,2.40896616203;Vitry-sur-Seine;
12113;Cardinal Lavigerie;OUI;46;42;4;3;1;OUI;OUI;2020-12-07T13:22:40+01:00;48.8329341937,2.4026367494;Paris;
4005;Quai des Célestins - Henri IV;OUI;14;4;8;6;2;OUI;OUI;2020-12-07T13:26:11+01:00;48.8512971,2.3624535;Paris;
9019;Victor Massé - Jean-Baptiste Pigalle;OUI;0;0;0;0;0;NON;NON;2020-08-30T21:39:53+02:00;48.8811043724,2.33669556677;Paris;
41208;Alouettes - Maréchal de Lattre de Tassigny;OUI;22;6;16;10;6;OUI;OUI;2020-12-07T13:22:12+01:00;48.8551100929,2.49307002872;Fontenay-sous-Bois;
21119;Belfort - Victor Hugo;OUI;24;15;9;9;0;OUI;OUI;2020-12-07T13:25:36+01:00;48.9018492,2.3172724;Clichy;
42704;Mairie du Kremlin-Bicêtre;OUI;25;15;10;5;5;OUI;OUI;2020-12-07T13:22:44+01:00;48.8119198154,2.35701899976;Le Kremlin-Bicêtre;
16010;Belles Feuilles - Place de Mexico;OUI;23;19;4;1;3;OUI;OUI;2020-12-07T13:25:21+01:00;48.8658047465,2.28292062879;Paris;
4017;Place de l'Hôtel de Ville;OUI;14;0;14;12;2;OUI;OUI;2020-12-07T13:25:55+01:00;48.8573314,2.351458;Paris;
23042;André Theuriet - Blagis;OUI;30;29;1;1;0;OUI;OUI;2020-12-07T13:26:17+01:00;48.7797732575,2.31305256486;Bourg-la-Reine;
10041;Gare du Nord - La Chapelle;OUI;18;16;2;0;2;OUI;OUI;2020-12-07T13:23:23+01:00;48.8841782873,2.35610570759;Paris;
2109;Réaumur - Montmartre;OUI;19;5;14;12;2;OUI;OUI;2020-12-07T13:26:14+01:00;48.8682309998,2.34382603389;Paris;
26006;Bas - Gabriel Péri;OUI;30;29;1;0;1;OUI;OUI;2020-12-07T13:24:41+01:00;48.9158558054,2.29480952024;Asnières-sur-Seine;
32020;Jules Guesdes - Carnot;OUI;16;13;3;1;2;OUI;OUI;2020-12-07T13:23:04+01:00;48.9382816993,2.35089920461;Saint-Denis;
16044;Porte de Saint Cloud - Parc des Princes;OUI;32;25;7;3;4;OUI;OUI;2020-12-07T13:23:55+01:00;48.8386627571,2.2525164485;Paris;
2020;Danielle Casanova - Opéra;OUI;20;0;20;19;1;OUI;OUI;2020-12-07T13:25:28+01:00;48.8676432423,2.33338940889;Paris;
14133;Froidevaux - Boulard;OUI;35;35;0;0;0;OUI;OUI;2020-12-07T13:02:12+01:00;48.8351473196,2.32944119722;Paris;
23301;Les Blagis;OUI;27;19;8;6;2;OUI;OUI;2020-12-07T13:25:50+01:00;48.785205,2.302526;Sceaux;
12163;Hippodrome Paris-Vincennes;OUI;42;37;4;1;3;OUI;OUI;2020-12-07T13:23:48+01:00;48.8204838776,2.44627118111;Paris;
20010;Sorbier - Gasnier-Guy;OUI;34;30;3;2;1;OUI;OUI;2020-12-07T13:23:11+01:00;48.865217631,2.39365965128;Paris;
4007;Place de la Bastille - Bourdon;OUI;35;3;31;28;3;OUI;OUI;2020-12-07T13:22:34+01:00;48.8523643553,2.3681089282;Paris;
10166;Strasbourg - Saint-Denis;OUI;16;7;8;5;3;OUI;OUI;2020-12-07T13:26:16+01:00;48.8696016424,2.35429085791;Paris;
3002;Saint-Gilles - Turenne;OUI;18;2;15;14;1;OUI;OUI;2020-12-07T13:26:16+01:00;48.8581589568,2.3647149921;Paris;
23103;Manufacture Nationale;OUI;28;28;0;0;0;NON;NON;2020-12-07T13:19:42+01:00;48.828785141,2.22372226417;Sèvres;
19130;Place Paul Delouvrier;OUI;26;23;3;2;1;OUI;OUI;2020-12-07T13:23:59+01:00;48.8919762143,2.38512888551;Paris;
20140;Paganini - Davout;OUI;22;8;14;7;7;OUI;OUI;2020-12-07T13:26:37+01:00;48.85135,2.412021;Paris;
35012;Candale - Mehul;OUI;25;20;5;5;0;OUI;OUI;2020-12-07T13:24:28+01:00;48.8893935006,2.41437971592;Pantin;
48012;Stalingrad - Henri Luisette;OUI;26;26;0;0;0;OUI;OUI;2020-12-07T13:23:10+01:00;48.7836309246,2.36693594676;Villejuif;
21505;Édouard Vaillant - Place Jean Jaurès;OUI;24;23;1;0;1;OUI;OUI;2020-12-07T13:22:32+01:00;48.86265538,2.20890373191;Suresnes;
23303;Gare de Robinson;OUI;30;14;16;6;10;OUI;OUI;2020-12-07T13:26:39+01:00;48.7799259212,2.28182863444;Sceaux;
2016;Aboukir - Alexandrie;OUI;21;13;7;5;2;OUI;OUI;2020-12-07T13:26:41+01:00;48.8686834444,2.35020432695;Paris;
45004;République - Louis Loucheur;OUI;37;31;6;1;5;OUI;OUI;2020-12-07T13:24:53+01:00;48.8235492612,2.51018654555;Champigny-sur-Marne;
31104;Mairie de Rosny-sous-Bois;OUI;30;17;13;12;1;OUI;OUI;2020-12-07T13:23:19+01:00;48.871256519,2.48658075929;Rosny-sous-Bois;
2022;Saint-Fiacre - Poissonière;OUI;35;3;30;25;5;OUI;OUI;2020-12-07T13:26:15+01:00;48.8708289116,2.34592135996;Paris;
13038;Choisy - Malmaisons;OUI;25;20;5;1;4;OUI;OUI;2020-12-07T13:22:31+01:00;48.821919703,2.36334688341;Paris;
5027;Gobelins - Port-Royal;OUI;41;11;30;29;1;OUI;OUI;2020-12-07T13:26:37+01:00;48.8371359003,2.351520136;Paris;
4018;Saint-Bon - Rivoli;OUI;19;3;14;14;0;OUI;OUI;2020-12-07T13:26:47+01:00;48.8579996433,2.35021728098;Paris;
42024;Danielle Casanova - Ledru-Rollin;OUI;28;10;17;15;2;OUI;OUI;2020-12-07T13:26:07+01:00;48.8157834979,2.3832597211;Ivry-sur-Seine;
1026;Place du Lieutenant Henri Karcher;OUI;30;8;21;18;3;OUI;OUI;2020-12-07T13:23:33+01:00;48.8634908717,2.34006710351;Paris;
21704;Place du Maréchal de Lattre de Tassigny;OUI;27;23;3;2;1;OUI;OUI;2020-12-07T13:24:01+01:00;48.8217077153,2.28534314854;Vanves;
1025;Oratoire - Rivoli;OUI;18;4;14;11;3;OUI;OUI;2020-12-07T13:26:25+01:00;48.8613427609,2.34000474215;Paris;
19114;Manin - Secrétan;OUI;20;17;3;1;2;OUI;OUI;2020-12-07T13:26:12+01:00;48.8791665,2.3787959;Paris;
1116;Ventadour - Opéra;OUI;27;2;25;23;2;OUI;OUI;2020-12-07T13:26:38+01:00;48.8668106533,2.33438844825;Paris;
8018;Saint-Augustin;OUI;31;4;27;17;10;OUI;OUI;2020-12-07T13:26:04+01:00;48.8762009747,2.31978625059;Paris;
27001;Square Victor Basch;OUI;20;11;9;6;3;OUI;OUI;2020-12-07T13:26:46+01:00;48.9143048623,2.22891569138;Colombes;
13015;Chevaleret - Louise Weiss;OUI;35;20;15;11;4;OUI;OUI;2020-12-07T13:26:51+01:00;48.8325865134,2.37121138812;Paris;
21954;Val-Fleury;OUI;23;23;0;0;0;NON;NON;2020-12-07T13:24:40+01:00;48.807671408,2.24072176963;Meudon;
20003;Pyrénées - Cours de Vincennes;OUI;21;19;2;1;1;OUI;OUI;2020-12-07T13:24:17+01:00;48.8477967799,2.40617215633;Paris;
12157;Fabre d'Eglantine - Place de la Nation;OUI;68;66;2;0;2;OUI;OUI;2020-12-07T13:26:22+01:00;48.8471116,2.3956204;Paris;
23041;Général Leclerc - Bièvre;OUI;25;22;3;3;0;OUI;OUI;2020-12-07T13:25:37+01:00;48.7824144287,2.31666952372;Bourg-la-Reine;
12165;Champs de Manoeuvre - Cartoucherie;NON;0;0;0;0;0;NON;NON;2019-03-21T10:50:32+01:00;48.8340712158,2.44561329738;Paris;
12119;Dom-Pérignon - Gravelle;OUI;50;44;6;1;5;OUI;OUI;2020-12-07T13:23:31+01:00;48.8254815744,2.4098803103;Paris;
12164;Stade Pershing;OUI;26;8;17;12;5;OUI;OUI;2020-12-07T13:25:48+01:00;48.8291078269,2.45835352689;Paris;
15012;Cambronne - Mademoiselle;OUI;67;65;2;1;1;OUI;OUI;2020-12-07T13:26:28+01:00;48.84327733,2.30230766886;Paris;
12166;Parc Floral du Bel Air;NON;0;0;0;0;0;NON;NON;2019-03-21T10:51:43+01:00;48.8399190566,2.4383802345;Paris;
18016;Francoeur - Caulaincourt;OUI;34;31;3;1;2;OUI;OUI;2020-12-07T13:20:28+01:00;48.889994441,2.34252970666;Paris;
42018;Amédée Huon - Fort d'Ivry;OUI;31;28;3;2;1;OUI;OUI;2020-12-07T13:21:09+01:00;48.8051313769,2.3884896934;Ivry-sur-Seine;
19117;Euryale Dehaynin - Loire;OUI;30;29;1;1;0;OUI;OUI;2020-12-07T13:21:07+01:00;48.8862489173,2.37745910883;Paris;
48008;Guy Môquet - Parvis Georges Marchais;OUI;30;29;1;1;0;OUI;OUI;2020-12-07T13:21:27+01:00;48.795188401,2.35943466425;Villejuif;
15053;Lecourbe - Convention;OUI;46;41;5;3;2;OUI;OUI;2020-12-07T13:22:52+01:00;48.8392331924,2.29151979089;Paris;
17021;Jouffroy d'Abbans - Villiers;OUI;34;32;2;1;1;OUI;OUI;2020-12-07T13:26:12+01:00;48.884215547,2.30565335602;Paris;
9025;Taitbout - Châteaudun;OUI;39;17;21;20;1;OUI;OUI;2020-12-07T13:24:55+01:00;48.8763839694,2.33535667793;Paris;
5003;Le Goff - Gay-Lussac;OUI;35;20;15;12;3;OUI;OUI;2020-12-07T13:26:47+01:00;48.846102401,2.34122078866;Paris;
21022;Dôme - République;OUI;25;17;8;6;2;OUI;OUI;2020-12-07T13:25:05+01:00;48.832681,2.250257;Boulogne-Billancourt;
3007;Archives - Pastourelle;OUI;28;12;15;11;4;OUI;OUI;2020-12-07T13:23:41+01:00;48.8623615,2.3595041;Paris;
41103;Place de la vache noire;OUI;25;23;2;1;1;OUI;OUI;2020-12-07T13:21:33+01:00;48.8104051706,2.32706040144;Arcueil;
31020;Résistance - Parmentier;OUI;35;33;1;1;0;OUI;OUI;2020-12-07T13:20:54+01:00;48.8596513813,2.43670508265;Montreuil;
17036;Place Tristan Bernard;OUI;28;21;7;7;0;OUI;OUI;2020-12-07T13:25:51+01:00;48.8791964,2.2915403;Paris;
16139;Suresnes - Muette à Neuilly;OUI;30;25;4;2;2;OUI;OUI;2020-12-07T13:25:54+01:00;48.8685704043,2.26600091904;Paris;
13028;Gouthière - Poterne des Peupliers;OUI;33;27;5;3;2;OUI;OUI;2020-12-07T13:26:38+01:00;48.820507,2.351342;Paris;
10201;Magenta - Chabrol;OUI;24;21;3;2;1;OUI;OUI;2020-12-07T13:24:16+01:00;48.8764953509,2.35609900206;Paris;
19045;Macdonald - Césaria Evora;OUI;67;67;0;0;0;NON;NON;2020-06-29T14:52:20+02:00;48.89883,2.37933;Paris;
1023;Saint-Honoré - Musée du Louvre;OUI;22;3;18;12;6;OUI;OUI;2020-12-07T13:24:03+01:00;48.8634431328,2.33487818464;Paris;
12008;Hector Malot - Daumesnil;OUI;54;9;45;39;6;OUI;OUI;2020-12-07T13:25:32+01:00;48.8469355299,2.37708762288;Paris;
27006;Victor Hugo - Gare;OUI;22;10;12;3;9;OUI;OUI;2020-12-07T13:20:06+01:00;48.9231339527,2.26009704173;Colombes;
14027;Gergovie - Alésia;OUI;36;36;0;0;0;OUI;OUI;2020-12-07T13:25:29+01:00;48.8308871746,2.31888210121;Paris;
1024;Coquillière - Louvre;OUI;21;2;19;19;0;OUI;OUI;2020-12-07T13:24:57+01:00;48.8637959097,2.34257362783;Paris;
20110;Gambetta - Tourelles;OUI;20;20;0;0;0;OUI;OUI;2020-12-07T13:25:24+01:00;48.8753379023,2.40599211305;Paris;
42019;Lampes;OUI;43;27;16;15;1;OUI;OUI;2020-12-07T13:24:15+01:00;48.8115248199,2.40179311484;Ivry-sur-Seine;
41605;Général De Gaulle - Vivien;OUI;22;18;4;2;2;OUI;OUI;2020-12-07T13:23:43+01:00;48.8360742009,2.41891667247;Saint-Mandé;
2006;Place des Victoires;OUI;24;0;23;8;15;OUI;OUI;2020-12-07T13:26:08+01:00;48.8660354,2.3420333;Paris;
20012;Buzenval - Vignoles;OUI;17;17;0;0;0;OUI;OUI;2020-12-07T13:24:40+01:00;48.8538581717,2.40000408143;Paris;
1008;Les Halles - Saint-Eustache;OUI;32;14;18;16;2;OUI;OUI;2020-12-07T13:25:00+01:00;48.863626959,2.34262391925;Paris;
19119;Edouard Pailleron - Bouret;OUI;27;15;9;0;9;OUI;OUI;2020-12-07T13:22:50+01:00;48.8805976941,2.37694948912;Paris;
1015;Place André Malraux;OUI;19;1;17;14;3;OUI;OUI;2020-12-07T13:25:08+01:00;48.8639251587,2.33562268317;Paris;
